id,amountUSD,budgetYear,childFlowIds,contributionType,createdAt,date,decisionDate,description,grandBargainEarmarkingType,exchangeRate,firstReportedDate,flowType,keywords,newMoney,originalAmount,originalCurrency,method,parentFlowId,status,updatedAt,versionId,boundary,onBoundary,refCode,sourceObjects_Location.id,sourceObjects_Location.name,sourceObjects_Location.behavior,sourceObjects_Location.organizationTypes,sourceObjects_Location.organizationSubTypes,sourceObjects_Location.organizationLevels,sourceObjects_Organization.id,sourceObjects_Organization.name,sourceObjects_Organization.behavior,sourceObjects_Organization.organizationTypes,sourceObjects_Organization.organizationSubTypes,sourceObjects_Organization.organizationLevels,sourceObjects_UsageYear.id,sourceObjects_UsageYear.name,sourceObjects_UsageYear.behavior,sourceObjects_UsageYear.organizationTypes,sourceObjects_UsageYear.organizationSubTypes,sourceObjects_UsageYear.organizationLevels,sourceObjects_GlobalCluster.id,sourceObjects_GlobalCluster.name,sourceObjects_GlobalCluster.behavior,sourceObjects_GlobalCluster.organizationTypes,sourceObjects_GlobalCluster.organizationSubTypes,sourceObjects_GlobalCluster.organizationLevels,sourceObjects_Plan.id,sourceObjects_Plan.name,sourceObjects_Plan.behavior,sourceObjects_Plan.organizationTypes,sourceObjects_Plan.organizationSubTypes,sourceObjects_Plan.organizationLevels,destinationObjects_GlobalCluster.id,destinationObjects_GlobalCluster.name,destinationObjects_GlobalCluster.behavior,destinationObjects_GlobalCluster.organizationTypes,destinationObjects_GlobalCluster.organizationSubTypes,destinationObjects_GlobalCluster.organizationLevels,destinationObjects_Location.id,destinationObjects_Location.name,destinationObjects_Location.behavior,destinationObjects_Location.organizationTypes,destinationObjects_Location.organizationSubTypes,destinationObjects_Location.organizationLevels,destinationObjects_Organization.id,destinationObjects_Organization.name,destinationObjects_Organization.behavior,destinationObjects_Organization.organizationTypes,destinationObjects_Organization.organizationSubTypes,destinationObjects_Organization.organizationLevels,destinationObjects_UsageYear.id,destinationObjects_UsageYear.name,destinationObjects_UsageYear.behavior,destinationObjects_UsageYear.organizationTypes,destinationObjects_UsageYear.organizationSubTypes,destinationObjects_UsageYear.organizationLevels,destinationObjects_GlobalCluster.code,destinationObjects_Location.code,destinationObjects_Organization.code,destinationObjects_Plan.id,destinationObjects_Plan.name,destinationObjects_Plan.behavior,destinationObjects_Plan.organizationTypes,destinationObjects_Plan.organizationSubTypes,destinationObjects_Plan.organizationLevels,destinationObjects_Plan.code,destinationObjects_Project.id,destinationObjects_Project.name,destinationObjects_Project.behavior,destinationObjects_Project.organizationTypes,destinationObjects_Project.organizationSubTypes,destinationObjects_Project.organizationLevels,destinationObjects_Project.code,destinationObjects_UsageYear.code,destinationObjects_Emergency.id,destinationObjects_Emergency.name,destinationObjects_Emergency.behavior,destinationObjects_Emergency.organizationTypes,destinationObjects_Emergency.organizationSubTypes,destinationObjects_Emergency.organizationLevels,destinationObjects_Emergency.code,reportDetails_sourceType,reportDetails_organization,reportDetails_reportChannel,reportDetails_date
10399,9993,2001,,financial,2002-08-29T00:00:00Z,2001-04-23T00:00:00Z,2001-04-23T00:00:00Z,Electrification,,,2002-08-28T00:00:00Z,Standard,Humanitarian aid,TRUE,150000,ATS,Traditional aid,,commitment,2002-08-29T00:00:00Z,1,incoming,single,,15,Austria,single,,,,4546,"Austria, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,2,Early Recovery,single,,,,161,Nicaragua,single,,,,4005,"Eine Welt Kreis, Zell an der Pram",single,NGOs,International NGOs,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary,"Austria, Government of",NA,2002-08-28T00:00:00.000Z
104,161502,2001,,financial,2001-03-14T00:00:00Z,2001-02-13T00:00:00Z,2001-02-13T00:00:00Z,Cash to meet basic medical needs of IDPs and refugees (GUINEA),,,2001-02-16T00:00:00Z,Standard,Humanitarian aid,TRUE,344000,DEM,Traditional aid,,commitment,2001-10-10T00:00:00Z,1,incoming,single,GIN 2/01,83,Germany,single,,,,4306,"Germany, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,7,Health,single,,,,,,,,,,3777,Médecins du Monde,single,NGOs,International NGOs,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,9,West Africa 2001-2002,single,,,,,Primary,"Germany, Government of",NA,2001-02-16T00:00:00.000Z
10400,10007,2001,,financial,2002-08-30T00:00:00Z,2001-09-19T00:00:00Z,2001-09-19T00:00:00Z,Aid project for persons with impaired hearing,,,2002-08-28T00:00:00Z,Standard,Humanitarian aid,TRUE,150000,ATS,Traditional aid,,commitment,2002-08-30T00:00:00Z,1,incoming,single,,15,Austria,single,,,,4546,"Austria, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,26479,Multi-sector,single,,,,176,Philippines,single,,,,4006,Fishermen of Christ Incorporated Philippines,single,Private Organizations,Local/National Private Organizations,Local and National Non-State Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary,"Austria, Government of",NA,2002-08-28T00:00:00.000Z
10401,5294,2001,,financial,2002-08-30T00:00:00Z,2001-11-21T00:00:00Z,2001-11-21T00:00:00Z,Medical equipment for a hospital,,,2002-08-28T00:00:00Z,Standard,Humanitarian aid,TRUE,80150,ATS,Traditional aid,,commitment,2002-08-30T00:00:00Z,1,incoming,single,,15,Austria,single,,,,4546,"Austria, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,7,Health,single,,,,184,Russian Federation,single,,,,,,,,,,22,2001,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary,"Austria, Government of",NA,2002-08-28T00:00:00.000Z
10402,7266,2001,,financial,2002-08-30T00:00:00Z,2001-11-05T00:00:00Z,2001-11-05T00:00:00Z,Construction of a school,,,2002-08-28T00:00:00Z,Standard,Humanitarian aid,TRUE,110000,ATS,Traditional aid,,commitment,2002-08-30T00:00:00Z,1,incoming,single,,15,Austria,single,,,,4546,"Austria, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,3,Education,single,,,,210,Sri Lanka,single,,,,76,Ft. Bernard Kurera,single,Other,,,22,2001,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary,"Austria, Government of",NA,2002-08-28T00:00:00.000Z
10403,12853,2001,,financial,2002-08-30T00:00:00Z,2001-04-23T00:00:00Z,2001-04-23T00:00:00Z,Assistance of a school,,,2002-08-28T00:00:00Z,Standard,Humanitarian aid,TRUE,2e+05,ATS,Traditional aid,,commitment,2002-08-30T00:00:00Z,1,incoming,single,,15,Austria,single,,,,4546,"Austria, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,3,Education,single,,,,207,South Africa,single,,,,4007,Ft. Karl Kuppelwieser,single,Other,,,22,2001,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary,"Austria, Government of",NA,2002-08-28T00:00:00.000Z
10404,6662,2001,,financial,2002-08-30T00:00:00Z,2001-03-21T00:00:00Z,2001-03-21T00:00:00Z,Relief items for refugees,,,2002-08-28T00:00:00Z,Standard,Humanitarian aid,TRUE,1e+05,ATS,Traditional aid,,commitment,2002-08-30T00:00:00Z,1,incoming,single,,15,Austria,single,,,,4546,"Austria, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,26479,Multi-sector,single,,,,161,Nicaragua,single,,,,77,Initiative Dritte Welt Braunau,single,NGOs,International NGOs,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary,"Austria, Government of",NA,2002-08-28T00:00:00.000Z
10405,16181,2001,,financial,2002-08-30T00:00:00Z,2001-04-12T00:00:00Z,2001-04-12T00:00:00Z,Assistance of rural population,,,2002-08-28T00:00:00Z,Standard,Humanitarian aid,TRUE,250000,ATS,Traditional aid,,commitment,2002-08-30T00:00:00Z,1,incoming,single,,15,Austria,single,,,,4546,"Austria, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,26479,Multi-sector,single,,,,221,"Tanzania, United Republic of",single,,,,69,Katholische Männerbewegung,single,NGOs,International NGOs,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary,"Austria, Government of",NA,2002-08-28T00:00:00.000Z
10406,15713,2001,,financial,2002-08-30T00:00:00Z,2000-12-18T00:00:00Z,2000-12-18T00:00:00Z,Assistance of schools,,,2002-08-28T00:00:00Z,Standard,Humanitarian aid,TRUE,250000,ATS,Traditional aid,,commitment,2002-08-30T00:00:00Z,1,incoming,single,,15,Austria,single,,,,4546,"Austria, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,3,Education,single,,,,183,Romania,single,,,,3208,Eine Welt-öö Landlerhilfe,single,Private Organizations,International Private Organizations,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary,"Austria, Government of",NA,2002-08-28T00:00:00.000Z
1048,56000,2001,,financial,2001-04-05T00:00:00Z,2001-02-13T00:00:00Z,2001-02-13T00:00:00Z,Rapid educational initiative for internally displaced children in DRC,,,2001-02-13T00:00:00Z,Standard,Humanitarian aid,FALSE,,,Traditional aid,,paid,2001-04-05T00:00:00Z,1,internal,single,,,,,,,,4058,United States Fund for UNICEF,single,Private Organizations,International Private Organizations,International Actors,22,2001,single,,,,,,,,,,,,,,,,3,Education,single,,,,52,"Congo, The Democratic Republic of the",single,,,,2915,United Nations Children's Fund,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,NA,NA,NA,40,Democratic Republic of the Congo 2001,single,,,,NA,206,Rapid educational initiative for internally displaced children in DRC,single,,,,DRC-01-1/N21,NA,,,,,,,,Primary,United Nations Children's Fund,NA,2001-02-13T00:00:00.000Z
105,325838,2001,,financial,2001-03-23T00:00:00Z,2001-03-01T00:00:00Z,2001-03-01T00:00:00Z,"To reduce mortality and morbidity through Kala Azar in the Gedaref State area by diagnostics and treatment, nutritional rehabilitation of sufferers, increasing awareness, surveillance and epidemic control",,,2001-03-23T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,224828,GBP,Traditional aid,,commitment,2001-03-26T00:00:00Z,1,incoming,single,,236,United Kingdom,single,,,,2917,"United Kingdom, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,6,Food Security,single,,,,212,Sudan,single,,,,2904,Médecins Sans Frontières,single,NGOs,International NGOs,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary,"United Kingdom, Government of",Other,2001-03-23T00:00:00.000Z
10502,32357,2002,,financial,2002-09-04T00:00:00Z,2002-12-17T00:00:00Z,2002-12-17T00:00:00Z,Reconstruction in northern Afghanistan,,,2002-09-02T00:00:00Z,Standard,Humanitarian aid,TRUE,36336,EUR,Traditional aid,,commitment,2002-09-04T00:00:00Z,1,outgoing,single,,15,Austria,single,,,,4546,"Austria, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,2,Early Recovery,single,,,,1,Afghanistan,single,,,,2648,Hilfswerk Austria International,single,NGOs,International NGOs,International Actors,23,2002,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary,"Austria, Government of",NA,2002-09-02T00:00:00.000Z
10543,449688,2001,,financial,2002-09-10T00:00:00Z,2001-12-01T00:00:00Z,2001-12-01T00:00:00Z,Support for Interim Authority,,,2002-05-07T00:00:00Z,Standard,Other,TRUE,505000,EUR,Traditional aid,,commitment,2002-09-10T00:00:00Z,1,outgoing,single,,75,Finland,single,,,,5295,"Finland, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,2,Early Recovery,single,,,,1,Afghanistan,single,,,,5294,United Nations Development Programme,single,Multilateral Organizations,UN Agencies,International Actors,23,2002,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary,"Finland, Government of",NA,2002-05-07T00:00:00.000Z
105430,3768182,2001,,financial,2013-05-17T17:23:00Z,2001-09-01T00:00:00Z,2001-09-01T00:00:00Z,"Aide alimentaire et non-alimentaire : lait en poudre et produits pour le ramadan
(ECHO/DZA/210/2001/02006)",,1.1,2013-05-17T17:23:00Z,Standard,Food,TRUE,4145000,EUR,Traditional aid,,paid,2013-05-17T17:33:00Z,1,incoming,single,,,,,,,,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,22,2001,single,,,,,,,,,,,,,,,,6,Food Security,single,,,,4,Algeria,single,,,,8520,Oxfam Belgium,single,NGOs,International NGOs,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary,Oxfam Belgium,Other,2013-05-17T17:23:00.000Z
10559,14320,2001,,financial,2002-09-11T00:00:00Z,2001-09-13T00:00:00Z,2001-09-13T00:00:00Z,Construction of school,,,2002-09-11T00:00:00Z,Standard,Humanitarian aid,TRUE,14535,EUR,Traditional aid,,commitment,2002-09-11T00:00:00Z,1,incoming,single,,15,Austria,single,,,,4546,"Austria, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,3,Education,single,,,,91,Guatemala,single,,,,73,Solidarität mit Lateinamerika,single,NGOs,International NGOs,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary,"Austria, Government of",NA,2002-09-11T00:00:00.000Z
106,104890028,2001,,in kind,2001-03-15T00:00:00Z,2001-03-15T00:00:00Z,2001-03-15T00:00:00Z,"Emergency assistance for vulnerable groups, EMOP No. 5959.02",,,2001-03-15T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,USD,Traditional aid,,paid,2011-01-31T15:09:00Z,1,incoming,single,,112,Japan,single,,,,4537,"Japan, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,6,Food Security,single,,,,118,"Korea, Democratic People's Republic of",single,,,,3049,World Food Programme,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,NA,NA,NA,36,DPR of Korea 2001,single,,,,NA,4,Emergency Assistance for Vulnerable Groups. Emergency Operation (EMOP) DPR KOREA No. 5959.02,single,,,,DPRK-01-1/N01,NA,,,,,,,,Primary,World Food Programme,NA,2001-03-15T00:00:00.000Z
10654,279648,2001,,financial,2002-09-19T00:00:00Z,2001-01-02T00:00:00Z,2001-01-02T00:00:00Z,In kind assistance,,,2002-09-13T00:00:00Z,Standard,Humanitarian aid,TRUE,,,Traditional aid,,commitment,2002-09-19T00:00:00Z,1,incoming,single,,196,Saudi Arabia,single,,,,2998,"Saudi Arabia (Kingdom of), Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,4,Emergency Shelter and NFI,single,,,,206,Somalia,single,,,,,,,,,,22,2001,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary,"Saudi Arabia (Kingdom of), Government of",NA,2002-09-13T00:00:00.000Z
10655,202981,2001,,financial,2002-09-19T00:00:00Z,2001-01-02T00:00:00Z,2001-01-02T00:00:00Z,In kind assistance,,,2002-09-13T00:00:00Z,Standard,Humanitarian aid|Bilateral aid,TRUE,,,Traditional aid,,paid,2002-09-19T00:00:00Z,1,incoming,single,,196,Saudi Arabia,single,,,,2998,"Saudi Arabia (Kingdom of), Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,4,Emergency Shelter and NFI,single,,,,210,Sri Lanka,single,,,,2733,"Sri Lanka, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,97,SRI LANKA - Drought - August 2001,single,,,,,Primary; Primary,"Saudi Arabia (Kingdom of), Government of; NA",NA; NA,2002-09-13T00:00:00.000Z; 2002-09-13T00:00:00.000Z
10656,182177,2001,,financial,2002-09-19T00:00:00Z,2001-01-02T00:00:00Z,2001-01-02T00:00:00Z,In kind assistance,,,2002-09-13T00:00:00Z,Standard,Humanitarian aid|Bilateral aid,TRUE,,,Traditional aid,,paid,2002-09-19T00:00:00Z,1,incoming,single,,196,Saudi Arabia,single,,,,2998,"Saudi Arabia (Kingdom of), Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,4,Emergency Shelter and NFI,single,,,,152,Mozambique,single,,,,3360,"Mozambique, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,38,MOZAMBIQUE - Floods - February 2001,single,,,,,Primary; Primary,"NA; Saudi Arabia (Kingdom of), Government of",NA; NA,2002-09-13T00:00:00.000Z; 2002-09-13T00:00:00.000Z
10657,1583516,2001,,financial,2002-09-19T00:00:00Z,2001-01-02T00:00:00Z,2001-01-02T00:00:00Z,In kind assistance,,,2002-09-13T00:00:00Z,Standard,Humanitarian aid|Bilateral aid,TRUE,,,Traditional aid,,commitment,2002-09-19T00:00:00Z,1,incoming,single,,196,Saudi Arabia,single,,,,2998,"Saudi Arabia (Kingdom of), Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,4,Emergency Shelter and NFI,single,,,,19,Bangladesh,single,,,,2981,"Bangladesh, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary,"Saudi Arabia (Kingdom of), Government of",NA,2002-09-13T00:00:00.000Z
10660,104298,2001,,financial,2002-09-19T00:00:00Z,2001-01-02T00:00:00Z,2001-01-02T00:00:00Z,In kind assistance,,,2002-09-13T00:00:00Z,Standard,Humanitarian aid|Bilateral aid,TRUE,,,Traditional aid,,paid,2002-09-19T00:00:00Z,1,incoming,single,,196,Saudi Arabia,single,,,,2998,"Saudi Arabia (Kingdom of), Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,4,Emergency Shelter and NFI,single,,,,169,Pakistan,single,,,,83,"Pakistan, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,76,PAKISTAN - Drought - May 2001,single,,,,,Primary; Primary,"NA; Saudi Arabia (Kingdom of), Government of",NA; NA,2002-09-13T00:00:00.000Z; 2002-09-13T00:00:00.000Z
10662,119173,2001,,financial,2002-09-19T00:00:00Z,2001-01-02T00:00:00Z,2001-01-02T00:00:00Z,In kind assistance,,,2002-09-13T00:00:00Z,Standard,Humanitarian aid|Bilateral aid,TRUE,,,Traditional aid,,commitment,2002-09-19T00:00:00Z,1,incoming,single,,196,Saudi Arabia,single,,,,2998,"Saudi Arabia (Kingdom of), Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,4,Emergency Shelter and NFI,single,,,,16,Azerbaijan,single,,,,2783,"Azerbaijan, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary,"Saudi Arabia (Kingdom of), Government of",NA,2002-09-13T00:00:00.000Z
10663,357547,2001,,financial,2002-09-19T00:00:00Z,2001-01-02T00:00:00Z,2001-01-02T00:00:00Z,In kind assistance,,,2002-09-13T00:00:00Z,Standard,Humanitarian aid|Bilateral aid,TRUE,,,Traditional aid,,commitment,2002-09-19T00:00:00Z,1,incoming,single,,196,Saudi Arabia,single,,,,2998,"Saudi Arabia (Kingdom of), Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,4,Emergency Shelter and NFI,single,,,,248,Yemen,single,,,,3991,"Yemen, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary,"Saudi Arabia (Kingdom of), Government of",NA,2002-09-13T00:00:00.000Z
10664,143745,2001,,financial,2002-09-19T00:00:00Z,2001-01-02T00:00:00Z,2001-01-02T00:00:00Z,In kind assistance,,,2002-09-13T00:00:00Z,Standard,Humanitarian aid|Bilateral aid,TRUE,,,Traditional aid,,commitment,2002-09-19T00:00:00Z,1,incoming,single,,196,Saudi Arabia,single,,,,2998,"Saudi Arabia (Kingdom of), Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,4,Emergency Shelter and NFI,single,,,,44,Chad,single,,,,2913,"Chad, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary,"Saudi Arabia (Kingdom of), Government of",NA,2002-09-13T00:00:00.000Z
10665,616147,2001,,financial,2002-09-19T00:00:00Z,2001-01-02T00:00:00Z,2001-01-02T00:00:00Z,In kind assistance,,,2002-09-13T00:00:00Z,Standard,Humanitarian aid|Bilateral aid,TRUE,,,Traditional aid,,paid,2002-09-19T00:00:00Z,1,incoming,single,,196,Saudi Arabia,single,,,,2998,"Saudi Arabia (Kingdom of), Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,4,Emergency Shelter and NFI,single,,,,84,Ghana,single,,,,5308,"Ghana, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,83,GHANA - Floods - July 2001,single,,,,,Primary; Primary,"NA; Saudi Arabia (Kingdom of), Government of",NA; NA,2002-09-13T00:00:00.000Z; 2002-09-13T00:00:00.000Z
10666,2050527,2001,,financial,2002-09-19T00:00:00Z,2001-01-02T00:00:00Z,2001-01-02T00:00:00Z,In kind assistance,,,2002-09-13T00:00:00Z,Standard,Humanitarian aid|Bilateral aid,TRUE,,,Traditional aid,,commitment,2002-09-19T00:00:00Z,1,incoming,single,,196,Saudi Arabia,single,,,,2998,"Saudi Arabia (Kingdom of), Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,4,Emergency Shelter and NFI,single,,,,66,Egypt,single,,,,4825,"Egypt, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary,"Saudi Arabia (Kingdom of), Government of",NA,2002-09-13T00:00:00.000Z
10667,558121,2001,,financial,2002-09-19T00:00:00Z,2001-01-02T00:00:00Z,2001-01-02T00:00:00Z,In kind assistance,,,2002-09-13T00:00:00Z,Standard,Humanitarian aid|Bilateral aid,TRUE,,,Traditional aid,,commitment,2002-09-19T00:00:00Z,1,incoming,single,,196,Saudi Arabia,single,,,,2998,"Saudi Arabia (Kingdom of), Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,4,Emergency Shelter and NFI,single,,,,218,Syrian Arab Republic,single,,,,2516,"Syrian Arab Republic, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary,"Saudi Arabia (Kingdom of), Government of",NA,2002-09-13T00:00:00.000Z
107,469484,2001,,financial,2001-03-23T00:00:00Z,2001-03-08T00:00:00Z,2001-03-08T00:00:00Z,Cash to meet basic needs of drought and civil war victims,,2.129998,2001-03-23T00:00:00Z,Standard,Humanitarian aid,TRUE,1e+06,DEM,Traditional aid,,commitment,2011-01-31T15:03:00Z,1,incoming,single,ASHH 321.50,83,Germany,single,,,,4306,"Germany, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,26479,Multi-sector,single,,,,212,Sudan,single,,,,4389,Deutsche Welthungerhilfe e.V. (German Agro Action),single,NGOs,International NGOs,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary,"Germany, Government of",Other,2001-03-23T00:00:00.000Z
1072,318000,2001,,financial,2001-04-05T00:00:00Z,2001-01-15T00:00:00Z,2001-01-15T00:00:00Z,Support to the survival strategies of war-affected populations through agricultural activities in urban areas,,,2001-01-19T00:00:00Z,Standard,Humanitarian aid|Agriculture,TRUE,3e+06,SEK,Traditional aid,,paid,2017-11-21T00:37:59.635Z,1,incoming,single,2000-4983,216,Sweden,single,,,,2921,"Sweden, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,26512,Agriculture,single,,,,52,"Congo, The Democratic Republic of the",single,,,,4399,Food & Agriculture Organization of the United Nations,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,NA,NA,NA,40,Democratic Republic of the Congo 2001,single,,,,NA,195,Support to the survival strategies of war-affected populations through agricultural activities in urban areas,single,,,,DRC-01-1/N10,NA,,,,,,,,Primary; Primary,"Food & Agriculture Organization of the United Nations; Sweden, Government of",NA; NA,2001-01-19T00:00:00.000Z; 2001-01-19T00:00:00.000Z
