id,amountUSD,budgetYear,childFlowIds,contributionType,createdAt,date,decisionDate,description,grandBargainEarmarkingType,exchangeRate,firstReportedDate,flowType,keywords,newMoney,originalAmount,originalCurrency,method,parentFlowId,status,updatedAt,versionId,boundary,onBoundary,refCode,sourceObjects_Location.id,sourceObjects_Location.name,sourceObjects_Location.behavior,sourceObjects_Location.organizationTypes,sourceObjects_Location.organizationSubTypes,sourceObjects_Organization.id,sourceObjects_Organization.name,sourceObjects_Organization.behavior,sourceObjects_Organization.organizationTypes,sourceObjects_Organization.organizationSubTypes,sourceObjects_UsageYear.id,sourceObjects_UsageYear.name,sourceObjects_UsageYear.behavior,sourceObjects_UsageYear.organizationTypes,sourceObjects_UsageYear.organizationSubTypes,sourceObjects_GlobalCluster.id,sourceObjects_GlobalCluster.name,sourceObjects_GlobalCluster.behavior,sourceObjects_GlobalCluster.organizationTypes,sourceObjects_Plan.id,sourceObjects_Plan.name,sourceObjects_Plan.behavior,sourceObjects_Plan.organizationTypes,destinationObjects_GlobalCluster.id,destinationObjects_GlobalCluster.name,destinationObjects_GlobalCluster.behavior,destinationObjects_GlobalCluster.organizationTypes,destinationObjects_Organization.id,destinationObjects_Organization.name,destinationObjects_Organization.behavior,destinationObjects_Organization.organizationTypes,destinationObjects_UsageYear.id,destinationObjects_UsageYear.name,destinationObjects_UsageYear.behavior,destinationObjects_UsageYear.organizationTypes,destinationObjects_GlobalCluster.organizationSubTypes,destinationObjects_Location.id,destinationObjects_Location.name,destinationObjects_Location.behavior,destinationObjects_Location.organizationTypes,destinationObjects_Location.organizationSubTypes,destinationObjects_Organization.organizationSubTypes,destinationObjects_UsageYear.organizationSubTypes,destinationObjects_Emergency.id,destinationObjects_Emergency.name,destinationObjects_Emergency.behavior,destinationObjects_Emergency.organizationTypes,destinationObjects_Emergency.organizationSubTypes,destinationObjects_GlobalCluster.code,destinationObjects_Location.code,destinationObjects_Organization.code,destinationObjects_Plan.id,destinationObjects_Plan.name,destinationObjects_Plan.behavior,destinationObjects_Plan.organizationTypes,destinationObjects_Plan.code,destinationObjects_Project.id,destinationObjects_Project.name,destinationObjects_Project.behavior,destinationObjects_Project.organizationTypes,destinationObjects_Project.code,destinationObjects_UsageYear.code,destinationObjects_Emergency.code,destinationObjects_Plan.organizationSubTypes,destinationObjects_Project.organizationSubTypes
11853,66806,2002,,financial,2002-12-13T00:00:00Z,2002-12-11T00:00:00Z,2002-12-11T00:00:00Z,Coordination of humanitarian affairs and assistance,,,2002-12-11T00:00:00Z,Standard,,TRUE,100000,EUR,Traditional aid,,paid,2004-03-04T00:00:00Z,1,incoming,single,ECHO/ERI/254/2002/01003,,,,,,2966,European Commission,single,Inter-governmental,,23,2002,single,,,,,,,,,,,26480,Coordination and support services,single,,4396,Office for the Coordination of Humanitarian Affairs,single,UN agency,24,2003,single,,,69,Eritrea,single,,,,,,,,,,NA,NA,NA,110,Eritrea 2003,single,,NA,2742,Coordination of humanitarian affairs and assistance,single,,ERI-03/CSS01,NA,,,
11865,500000,2002,,financial,2002-12-16T00:00:00Z,2002-12-09T00:00:00Z,2002-12-09T00:00:00Z,Rule of law and security programme (2nd phase of the Somali Civil Protection Programme),,,2002-12-09T00:00:00Z,Standard,Humanitarian aid,TRUE,4000000,NOK,Traditional aid,,paid,2004-02-23T00:00:00Z,1,incoming,single,Somalia 1020802,167,Norway,single,,,2930,"Norway, Government of",single,Government,National government,23,2002,single,,,,,,,,,,,10,Protection,single,,5294,United Nations Development Programme,single,UN agency,24,2003,single,,,206,Somalia,single,,,,,,,,,,NA,NA,NA,111,Somalia 2003,single,,NA,2808,Rule of law and security programme  (2nd phase of the Somali Civil Protection Programme),single,,SOM-03/P/HR/RL01,NA,,,
11867,205131,2002,,financial,2002-12-16T00:00:00Z,2002-12-09T00:00:00Z,2002-12-09T00:00:00Z,Coordination support services,,,2002-12-09T00:00:00Z,Standard,Humanitarian aid,TRUE,1500000,NOK,Traditional aid,,paid,2003-03-27T00:00:00Z,1,incoming,single,Somalia 1020787,167,Norway,single,,,2930,"Norway, Government of",single,Government,National government,23,2002,single,,,,,,,,,,,26480,Coordination and support services,single,,4396,Office for the Coordination of Humanitarian Affairs,single,UN agency,24,2003,single,,,206,Somalia,single,,,,,,,,,,NA,NA,NA,111,Somalia 2003,single,,NA,2800,Coordination support services,single,,SOM-03/CSS01,NA,,,
11868,530000,2002,,financial,2002-12-16T00:00:00Z,2002-12-09T00:00:00Z,2002-12-09T00:00:00Z,Awaiting confirmation,,,2002-12-10T00:00:00Z,Standard,Humanitarian aid,TRUE,4000000,NOK,Traditional aid,,commitment,2003-04-28T00:00:00Z,1,incoming,single,Somalia 1020788,167,Norway,single,,,2930,"Norway, Government of",single,Government,National government,23,2002,single,,,,,,,,,,,26479,Multi-sector,single,,2915,United Nations Children's Fund,single,UN agency,24,2003,single,,,206,Somalia,single,,,,,,,,,,NA,NA,NA,111,Somalia 2003,single,,NA,3293,Awaiting confirmation/allocation,single,,SOM-03/UNICEF,NA,,,
11871,900000,2003,,financial,2002-12-16T00:00:00Z,2003-04-29T00:00:00Z,2003-04-29T00:00:00Z,Provision of shelter and household items,,,2003-04-29T00:00:00Z,Standard,Humanitarian aid,TRUE,,,Traditional aid,,paid,2003-05-16T00:00:00Z,1,incoming,single,,157,Netherlands,single,,,3008,"Netherlands, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,4,Emergency Shelter and NFI,single,,5294,United Nations Development Programme,single,UN agency,24,2003,single,,,69,Eritrea,single,,,,,,,,,,NA,NA,NA,110,Eritrea 2003,single,,NA,2732,Provision of shelter and household items,single,,ERI-03/S/NF01,NA,,,
11872,408150,2002,,financial,2002-12-16T00:00:00Z,2002-12-10T00:00:00Z,2002-12-10T00:00:00Z,Demobilisation and reintegration of child soldiers [OLS Nairobi],,,2002-12-11T00:00:00Z,Standard,Humanitarian aid,TRUE,5000000,NOK,Traditional aid,,paid,2003-04-24T00:00:00Z,1,incoming,single,Sudan 1020811,167,Norway,single,,,2930,"Norway, Government of",single,Government,National government,23,2002,single,,,,,,,,,,,10,Protection,single,,2915,United Nations Children's Fund,single,UN agency,24,2003,single,,,212,Sudan,single,,,,,,,,,,NA,NA,NA,112,Sudan 2003,single,,NA,2966,Grassroots peace building; demobilisation and reintegration of child soldiers; action to eradicate FGM in Sudan; eradicating the abduction of children and women; capacity building for practical protection; strengthening community-led peace building and conflict management initiatives in the Nuba Mountains; peace building in Abyei ,single,,SUD-03/P/HR/RL01; P/HR/RL02; P/HR/RL03A; P/HR/RL04; P/HR/RL05A; P/HR/RL06; P/HR/RL07,NA,,,
11873,53210,2002,,financial,2002-12-16T00:00:00Z,2002-12-09T00:00:00Z,2002-12-09T00:00:00Z,Enhancing coordination amongst humanitarian organisations,,,2002-12-12T00:00:00Z,Standard,Humanitarian aid,TRUE,75000,CHF,Traditional aid,,paid,2003-09-08T00:00:00Z,1,incoming,single,,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,26480,Coordination and support services,single,,4396,Office for the Coordination of Humanitarian Affairs,single,UN agency,24,2003,single,,,184,Russian Federation,single,,,,,162,Chechnya and Neighbouring Republics 2003 - 2005,single,,,NA,NA,NA,114,Chechnya and Neighbouring Republics (RF) 2003,single,,NA,2916,Enhancing coordination amongst humanitarian organisations,single,,RUS-03/CSS01,NA,NA,,
11874,352634,2002,,financial,2002-12-16T00:00:00Z,2002-12-09T00:00:00Z,2002-12-09T00:00:00Z,Enhancing coordination amongst humanitarian organisations,,,2002-12-13T00:00:00Z,Standard,Humanitarian aid,TRUE,2500000,DKK,Traditional aid,,paid,2003-09-08T00:00:00Z,1,incoming,single,,61,Denmark,single,,,3776,"Denmark, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,26480,Coordination and support services,single,,4396,Office for the Coordination of Humanitarian Affairs,single,UN agency,24,2003,single,,,184,Russian Federation,single,,,,,162,Chechnya and Neighbouring Republics 2003 - 2005,single,,,NA,NA,NA,114,Chechnya and Neighbouring Republics (RF) 2003,single,,NA,2916,Enhancing coordination amongst humanitarian organisations,single,,RUS-03/CSS01,NA,NA,,
11875,378219,2002,,financial,2002-12-16T00:00:00Z,2002-12-11T00:00:00Z,2002-12-11T00:00:00Z,Water and sanitation,,,2002-12-11T00:00:00Z,Standard,Humanitarian aid,TRUE,2780000,NOK,Traditional aid,,paid,2003-04-22T00:00:00Z,1,incoming,single,ERI1020738,167,Norway,single,,,2930,"Norway, Government of",single,Government,National government,23,2002,single,,,,,,,,,,,11,Water Sanitation Hygiene,single,,2915,United Nations Children's Fund,single,UN agency,24,2003,single,,,69,Eritrea,single,,,,,,,,,,NA,NA,NA,110,Eritrea 2003,single,,NA,2725,Water supply and environmental sanitation for the vulnerable population in Eritrea,single,,ERI-03/WS01,NA,,,
11876,410850,2002,,financial,2002-12-16T00:00:00Z,2002-12-10T00:00:00Z,2002-12-10T00:00:00Z,Protection of vulnerable children and women,,,2002-12-11T00:00:00Z,Standard,Humanitarian aid,TRUE,,,Traditional aid,,paid,2003-04-22T00:00:00Z,1,incoming,single,Eritrea 1020813,167,Norway,single,,,2930,"Norway, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,10,Protection,single,,2915,United Nations Children's Fund,single,UN agency,24,2003,single,,,69,Eritrea,single,,,,,,,,,,NA,NA,NA,110,Eritrea 2003,single,,NA,2735,Protection of vulnerable children and women,single,,ERI-03/P/HR/RL01,NA,,,
11969,478720,2002,,financial,2002-12-20T00:00:00Z,2002-12-16T00:00:00Z,2002-12-16T00:00:00Z,Coordination activities in Indonesia,,,2002-12-19T00:00:00Z,Standard,Humanitarian aid,TRUE,800000,AUD,Traditional aid,,paid,2003-03-21T00:00:00Z,1,incoming,single,,14,Australia,single,,,4391,"Australia, Government of",single,Government,National government,23,2002,single,,,,,,,,,,,26480,Coordination and support services,single,,4396,Office for the Coordination of Humanitarian Affairs,single,UN agency,24,2003,single,,,104,Indonesia,single,,,,,,,,,,NA,NA,NA,108,Indonesia 2003,single,,NA,2656,Coordination of humanitarian assistance,single,,INS-03/CSS03,NA,,,
11995,804000,2002,,financial,2002-12-23T00:00:00Z,2002-12-19T00:00:00Z,2002-12-19T00:00:00Z,Emergency Response Fund,,,2002-12-19T00:00:00Z,Standard,Humanitarian aid,TRUE,500000,GBP,Traditional aid,,paid,2003-04-14T00:00:00Z,1,incoming,single,,236,United Kingdom,single,,,2917,"United Kingdom, Government of",single,Government,National government,23,2002,single,,,,,,,,,,,26480,Coordination and support services,single,,4396,Office for the Coordination of Humanitarian Affairs,single,UN agency,24,2003,single,,,7,Angola,single,,,,,,,,,,NA,NA,NA,117,Angola 2003,single,,NA,3118,Emergency response fund,single,,ANG-03/CSS07,NA,,,
11997,321600,2002,,financial,2002-12-23T00:00:00Z,2002-12-19T00:00:00Z,2002-12-19T00:00:00Z,Coordination of humanitarian affairs,,,2002-12-19T00:00:00Z,Standard,Humanitarian aid,TRUE,200000,GBP,Traditional aid,,paid,2003-04-14T00:00:00Z,1,incoming,single,,236,United Kingdom,single,,,2917,"United Kingdom, Government of",single,Government,National government,23,2002,single,,,,,,,,,,,26480,Coordination and support services,single,,4396,Office for the Coordination of Humanitarian Affairs,single,UN agency,24,2003,single,,,7,Angola,single,,,,,,,,,,NA,NA,NA,117,Angola 2003,single,,NA,3119,Coordination of humanitarian activities,single,,ANG-03/CSS06,NA,,,
12007,2400,,,financial,2003-01-02T00:00:00Z,2002-12-31T00:00:00Z,2002-12-31T00:00:00Z,"SDB 16,800 for logistics and travel",,,2003-01-02T00:00:00Z,Standard,,FALSE,,,Traditional aid,,paid,2003-01-02T00:00:00Z,1,internal,single,,,,,,,4393,International Federation of Red Cross and Red Crescent Societies,single,Red Cross/Red Crescent,International Society,24,2003,single,,,,,,,,,,,26479,Multi-sector,single,,4393,International Federation of Red Cross and Red Crescent Societies,single,Red Cross/Red Crescent,24,2003,single,,,205,Solomon Islands,single,,,International Society,,178,SOLOMON ISLANDS - Cyclone Zoe - December 2002,single,,,,,,,,,,,,,,,,,,,
12009,0,,,in kind,2003-01-02T00:00:00Z,2002-12-31T00:00:00Z,2002-12-31T00:00:00Z,Dispatch of 2-person UNDAC Team*,,,2003-01-02T00:00:00Z,Standard,,FALSE,,,Traditional aid,,paid,2003-01-02T00:00:00Z,1,internal,single,,,,,,,4396,Office for the Coordination of Humanitarian Affairs,single,UN agency,,24,2003,single,,,,,,,,,,,26480,Coordination and support services,single,,4396,Office for the Coordination of Humanitarian Affairs,single,UN agency,24,2003,single,,,205,Solomon Islands,single,,,,,178,SOLOMON ISLANDS - Cyclone Zoe - December 2002,single,,,,,,,,,,,,,,,,,,,
12010,195379,2002,,financial,2003-01-02T00:00:00Z,2003-02-05T00:00:00Z,2003-02-05T00:00:00Z,Strengthening of health services at community level,,,2002-12-30T00:00:00Z,Standard,Humanitarian aid,TRUE,,,Traditional aid,,paid,2004-02-18T00:00:00Z,1,incoming,single,PRK 1020353,167,Norway,single,,,2930,"Norway, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,7,Health,single,,4398,World Health Organization,single,UN agency,24,2003,single,,,118,"Korea, Democratic People's Republic of",single,,,,,,,,,,NA,NA,NA,102,DPR of Korea 2003,single,,NA,2508,Strengthening of health services at community level,single,,DPRK-03/H07,NA,,,
12011,100000,,,financial,2003-01-02T00:00:00Z,2003-01-02T00:00:00Z,2003-01-02T00:00:00Z,Cash,,,2003-01-02T00:00:00Z,Standard,Bilateral aid,TRUE,,,Traditional aid,,paid,2003-01-02T00:00:00Z,1,outgoing,single,,229,Turkey,single,,,4819,"Turkey, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,26479,Multi-sector,single,,83,"Pakistan, Government of",single,Government,23,2002,single,,,169,Pakistan,single,,,National government,,173,PAKISTAN - Earthquake - November 2002,single,,,,,,,,,,,,,,,,,,,
12012,10000,1998,,financial,2003-01-03T00:00:00Z,2003-01-02T00:00:00Z,2003-01-02T00:00:00Z,Emergency cash grant for purchase and transportation of relief supplies,,,2003-01-03T00:00:00Z,Standard,,FALSE,,,Traditional aid,,paid,2003-04-03T00:00:00Z,1,internal,single,,,,,,,4396,Office for the Coordination of Humanitarian Affairs,single,UN agency,,24,2003,single,,,,,,,,,,,26480,Coordination and support services,single,,4396,Office for the Coordination of Humanitarian Affairs,single,UN agency,24,2003,single,,,205,Solomon Islands,single,,,,,178,SOLOMON ISLANDS - Cyclone Zoe - December 2002,single,,,,,,,,,,,,,,,,,,,
12013,121300,1998,,in kind,2003-01-03T00:00:00Z,2003-03-29T00:00:00Z,2003-03-29T00:00:00Z,"Aerial reconnaissance, charter of Hamakyo Maru",,,2003-01-03T00:00:00Z,Standard,,TRUE,,,Traditional aid,,paid,2003-03-31T00:00:00Z,1,incoming,single,,14,Australia,single,,,4391,"Australia, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,26479,Multi-sector,single,,,,,,24,2003,single,,,205,Solomon Islands,single,,,,,178,SOLOMON ISLANDS - Cyclone Zoe - December 2002,single,,,,,,,,,,,,,,,,,,,
12059,395670,2003,,financial,2003-01-06T00:00:00Z,2002-11-01T00:00:00Z,2002-11-01T00:00:00Z,To improve the international humanitarian response in Sudan by building the capacity of the SRRA and HAC to respond to the demands of the international humanitarian community,,,2003-01-03T00:00:00Z,Standard,Humanitarian aid,TRUE,,,Traditional aid,,paid,2003-03-27T00:00:00Z,1,incoming,single,,236,United Kingdom,single,,,2917,"United Kingdom, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,26480,Coordination and support services,single,,4396,Office for the Coordination of Humanitarian Affairs,single,UN agency,24,2003,single,,,212,Sudan,single,,,,,,,,,,NA,NA,NA,112,Sudan 2003,single,,NA,2924,Coordination of UN humanitarian operations in the Sudan,single,,SUD-03/CSS01,NA,,,
12087,0,,,in kind,2003-01-07T00:00:00Z,2003-01-06T00:00:00Z,2003-01-06T00:00:00Z,Reconnaissance mission*,,,2003-01-07T00:00:00Z,Standard,,TRUE,,,Traditional aid,,paid,2003-01-07T00:00:00Z,1,incoming,single,,76,France,single,,,4314,"France, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,26480,Coordination and support services,single,,,,,,24,2003,single,,,205,Solomon Islands,single,,,,,178,SOLOMON ISLANDS - Cyclone Zoe - December 2002,single,,,,,,,,,,,,,,,,,,,
12088,0,,,in kind,2003-01-07T00:00:00Z,2003-01-06T00:00:00Z,2003-01-06T00:00:00Z,Helicopter to conduct aerial reconnaissance*,,,2003-01-07T00:00:00Z,Standard,Bilateral aid,TRUE,,,Traditional aid,,paid,2003-01-07T00:00:00Z,1,incoming,single,,76,France,single,,,4314,"France, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,26480,Coordination and support services,single,,703,"Vanuatu, Government of",single,Government,24,2003,single,,,241,Vanuatu,single,,,National government,,179,VANUATU - Hail/Landslides/Flood - January 2003,single,,,,,,,,,,,,,,,,,,,
12102,54600,1998,,in kind,2003-01-08T00:00:00Z,2003-01-08T00:00:00Z,2003-01-08T00:00:00Z,"Carpenter's tools, shovels, soap, towels, radios, blankets, tents and plastic sheets - JPY 6,500,000",,,2003-01-08T00:00:00Z,Standard,,TRUE,,,Traditional aid,,paid,2003-10-17T00:00:00Z,1,incoming,single,,112,Japan,single,,,4537,"Japan, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,26479,Multi-sector,single,,,,,,24,2003,single,,,205,Solomon Islands,single,,,,,178,SOLOMON ISLANDS - Cyclone Zoe - December 2002,single,,,,,,,,,,,,,,,,,,,
12106,50000,,,financial,2003-01-10T00:00:00Z,2003-01-09T00:00:00Z,2003-01-09T00:00:00Z,Purchase of rice and rice seedlings,,,2003-01-10T00:00:00Z,Standard,Agriculture,TRUE,,,Traditional aid,,paid,2017-11-21T00:37:59.635Z,1,outgoing,single,,76,France,single,,,4314,"France, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,26512,Agriculture,single,,1890,Cambodian Red Cross,single,Red Cross/Red Crescent,23,2002,single,,,38,Cambodia,single,,,National Society,,174,CAMBODIA - Drought - August 2002,single,,,,,,,,,,,,,,,,,,,
12107,278633,1998,,in kind,2003-01-10T00:00:00Z,2003-01-09T00:00:00Z,2003-01-09T00:00:00Z,"34 tons of relief items consisting of tents, blankets, stoves, kitchen utensils, clotghes and footwear",,,2003-01-10T00:00:00Z,Standard,Food|Bilateral aid,TRUE,,,Traditional aid,,paid,2003-01-10T00:00:00Z,1,outgoing,single,,184,Russian Federation,single,,,3006,"Russian Federation, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,6,Food Security,single,,4542,"Algeria, Government of",single,Government,23,2002,single,,,4,Algeria,single,,,National government,,158,ALGERIA - Floods - August 2002,single,,,,,,,,,,,,,,,,,,,
12108,377954,,,in kind,2003-01-10T00:00:00Z,2003-01-09T00:00:00Z,2003-01-09T00:00:00Z,67 tons of relief materials consisting of heat blowers and chlorine disinfecting agents,,,2003-01-10T00:00:00Z,Standard,Bilateral aid,TRUE,,,Traditional aid,,paid,2003-01-10T00:00:00Z,1,outgoing,single,,184,Russian Federation,single,,,3006,"Russian Federation, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,26479,Multi-sector,single,,2932,"Czech Republic, Government of",single,Government,23,2002,single,,,60,Czech Republic,single,,,National government,,154,CZECH REPUBLIC - Floods - August 2002,single,,,,,,,,,,,,,,,,,,,
12109,97161,,,in kind,2003-01-10T00:00:00Z,2003-01-09T00:00:00Z,2003-01-09T00:00:00Z,"45 tons of relief items consisting of canned food, baby food, dried milk, clothes and footwear",,,2003-01-10T00:00:00Z,Standard,Bilateral aid,TRUE,,,Traditional aid,,paid,2003-01-10T00:00:00Z,1,outgoing,single,,184,Russian Federation,single,,,3006,"Russian Federation, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,26479,Multi-sector,single,,3524,"Georgia, Government of",single,Government,23,2002,single,,,82,Georgia,single,,,National government,,129,GEORGIA - Earthquake - April 2002,single,,,,,,,,,,,,,,,,,,,
12110,25000,,,financial,2003-01-10T00:00:00Z,2003-01-09T00:00:00Z,2003-01-09T00:00:00Z,"Cash for water, seeds, food and non-food relief items",,,2003-01-10T00:00:00Z,Standard,,TRUE,,,Traditional aid,,paid,2003-01-10T00:00:00Z,1,incoming,single,,237,United States,single,,,2933,"United States of America, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,26479,Multi-sector,single,,8589,OXFAM/Community Aid Abroad (OXFAM-Australia),single,NGO,24,2003,single,,,205,Solomon Islands,single,,,International,,178,SOLOMON ISLANDS - Cyclone Zoe - December 2002,single,,,,,,,,,,,,,,,,,,,
12118,104796,2003,,financial,2003-01-10T00:00:00Z,2002-12-17T00:00:00Z,2002-12-17T00:00:00Z,Field Coordination Response Fund (FCRF),,,2002-12-17T00:00:00Z,Standard,,TRUE,,,Traditional aid,,commitment,2003-03-27T00:00:00Z,1,incoming,single,,75,Finland,single,,,5295,"Finland, Government of",single,Government,National government,23,2002,single,,,,,,,,,,,26480,Coordination and support services,single,,4396,Office for the Coordination of Humanitarian Affairs,single,UN agency,24,2003,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12120,24700,1998,,financial,2003-01-10T00:00:00Z,2003-03-29T00:00:00Z,2003-03-29T00:00:00Z,"34,000 liters diesel and oil; fuel for PB04",,,2003-01-10T00:00:00Z,Standard,,TRUE,,,Traditional aid,,paid,2003-03-31T00:00:00Z,1,incoming,single,,14,Australia,single,,,4391,"Australia, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,26480,Coordination and support services,single,,,,,,24,2003,single,,,205,Solomon Islands,single,,,,,178,SOLOMON ISLANDS - Cyclone Zoe - December 2002,single,,,,,,,,,,,,,,,,,,,
12121,84400,1998,,financial,2003-01-10T00:00:00Z,2003-03-29T00:00:00Z,2003-03-29T00:00:00Z,"36 mt rice, food, relief, water containers, medical supplies, whiteboards, vehicle hire and laptop computer",,,2003-01-10T00:00:00Z,Standard,,TRUE,,,Traditional aid,,paid,2003-03-31T00:00:00Z,1,incoming,single,,14,Australia,single,,,4391,"Australia, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,26479,Multi-sector,single,,,,,,24,2003,single,,,205,Solomon Islands,single,,,,,178,SOLOMON ISLANDS - Cyclone Zoe - December 2002,single,,,,,,,,,,,,,,,,,,,
12122,1400,1998,,financial,2003-01-10T00:00:00Z,2003-01-08T00:00:00Z,2003-01-08T00:00:00Z,Cash,,,2003-01-10T00:00:00Z,Standard,,TRUE,,,Traditional aid,,paid,2003-10-17T00:00:00Z,1,incoming,single,,,,,,,4543,Private (individuals & organizations),single,Private organization/foundation,International organization/foundation/individual,24,2003,single,,,,,,,,,,,26479,Multi-sector,single,,4543,Private (individuals & organizations),single,Private organization/foundation,24,2003,single,,,205,Solomon Islands,single,,,International organization/foundation/individual,,178,SOLOMON ISLANDS - Cyclone Zoe - December 2002,single,,,,,,,,,,,,,,,,,,,
