id,amountUSD,budgetYear,childFlowIds,contributionType,createdAt,date,decisionDate,description,grandBargainEarmarkingType,exchangeRate,firstReportedDate,flowType,keywords,newMoney,originalAmount,originalCurrency,method,parentFlowId,status,updatedAt,versionId,boundary,onBoundary,refCode,sourceObjects_Location.id,sourceObjects_Location.name,sourceObjects_Location.behavior,sourceObjects_Location.organizationTypes,sourceObjects_Location.organizationSubTypes,sourceObjects_Location.organizationLevels,sourceObjects_Organization.id,sourceObjects_Organization.name,sourceObjects_Organization.behavior,sourceObjects_Organization.organizationTypes,sourceObjects_Organization.organizationSubTypes,sourceObjects_Organization.organizationLevels,sourceObjects_UsageYear.id,sourceObjects_UsageYear.name,sourceObjects_UsageYear.behavior,sourceObjects_UsageYear.organizationTypes,sourceObjects_UsageYear.organizationSubTypes,sourceObjects_UsageYear.organizationLevels,sourceObjects_Emergency.id,sourceObjects_Emergency.name,sourceObjects_Emergency.behavior,sourceObjects_Emergency.organizationTypes,sourceObjects_Emergency.organizationSubTypes,sourceObjects_Emergency.organizationLevels,sourceObjects_Cluster.id,sourceObjects_Cluster.name,sourceObjects_Cluster.behavior,sourceObjects_Cluster.organizationTypes,sourceObjects_Cluster.organizationSubTypes,sourceObjects_Cluster.organizationLevels,sourceObjects_GlobalCluster.id,sourceObjects_GlobalCluster.name,sourceObjects_GlobalCluster.behavior,sourceObjects_GlobalCluster.organizationTypes,sourceObjects_GlobalCluster.organizationSubTypes,sourceObjects_GlobalCluster.organizationLevels,sourceObjects_Plan.id,sourceObjects_Plan.name,sourceObjects_Plan.behavior,sourceObjects_Plan.organizationTypes,sourceObjects_Plan.organizationSubTypes,sourceObjects_Plan.organizationLevels,destinationObjects_GlobalCluster.id,destinationObjects_GlobalCluster.name,destinationObjects_GlobalCluster.behavior,destinationObjects_GlobalCluster.organizationTypes,destinationObjects_Location.id,destinationObjects_Location.name,destinationObjects_Location.behavior,destinationObjects_Location.organizationTypes,destinationObjects_Organization.id,destinationObjects_Organization.name,destinationObjects_Organization.behavior,destinationObjects_Organization.organizationTypes,destinationObjects_UsageYear.id,destinationObjects_UsageYear.name,destinationObjects_UsageYear.behavior,destinationObjects_UsageYear.organizationTypes,destinationObjects_Organization.organizationSubTypes,destinationObjects_Organization.organizationLevels,destinationObjects_UsageYear.organizationSubTypes,destinationObjects_UsageYear.organizationLevels,destinationObjects_Location.organizationSubTypes,destinationObjects_Location.organizationLevels,destinationObjects_GlobalCluster.organizationSubTypes,destinationObjects_GlobalCluster.organizationLevels,destinationObjects_Emergency.id,destinationObjects_Emergency.name,destinationObjects_Emergency.behavior,destinationObjects_Emergency.organizationTypes,destinationObjects_Emergency.organizationSubTypes,destinationObjects_Emergency.organizationLevels,destinationObjects_Cluster.id,destinationObjects_Cluster.name,destinationObjects_Cluster.behavior,destinationObjects_Cluster.organizationTypes,destinationObjects_Cluster.organizationSubTypes,destinationObjects_Cluster.organizationLevels,destinationObjects_Cluster.code,destinationObjects_Emergency.code,destinationObjects_GlobalCluster.code,destinationObjects_Location.code,destinationObjects_Organization.code,destinationObjects_Plan.id,destinationObjects_Plan.name,destinationObjects_Plan.behavior,destinationObjects_Plan.organizationTypes,destinationObjects_Plan.organizationSubTypes,destinationObjects_Plan.organizationLevels,destinationObjects_Plan.code,destinationObjects_Project.id,destinationObjects_Project.name,destinationObjects_Project.behavior,destinationObjects_Project.organizationTypes,destinationObjects_Project.organizationSubTypes,destinationObjects_Project.organizationLevels,destinationObjects_Project.code,destinationObjects_UsageYear.code
187714,210421,,,financial,2019-02-26T10:32:29.990Z,2019-01-31T00:00:00Z,,"S t a y , Deliver and Protect (SDP): Protecion, access and security,  Multiyear 2019-2023, 2023 portion, total amount CHF 210,000 (7F-10164.01)",earmarked,0.998,2019-02-22T00:00:00Z,Standard,Multiyear,TRUE,210000,CHF,Traditional aid,187709,commitment,2019-02-26T10:32:29.990Z,1,incoming,single,7F-10164.01,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,40,2019,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,Protection,single,,1,Afghanistan,single,,2178,Norwegian Refugee Council,single,NGOs,44,2023,single,,International NGOs,International Actors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187715,0,,187716|187717|187718|187719|187720,financial,2019-02-26T10:34:37.019Z,2019-01-31T00:00:00Z,,"Direct Action: Social Infrastructure for Conflict Transformation and Peace Building
in Shan State,  Multiyear 2019-2023,total amount CHF 427,500 (Z7FH14800023)",earmarked,0.998,2019-02-22T00:00:00Z,Parked,Multiyear,TRUE,0,CHF,Traditional aid,,commitment,2019-02-26T10:41:17.657Z,1,incoming,shared,Z7FH14800023,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,40,2019,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,Myanmar,single,,2646,Swiss Development Cooperation/Swiss Humanitarian Aid,single,Other,41; 40; 44; 43; 42,2020; 2019; 2023; 2022; 2021,shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187721,0,,187725|187723|187726|187724|187727,financial,2019-02-26T10:42:31.014Z,2019-01-31T00:00:00Z,,"Direct Action: Social Infrastructure for Conflict Transformation and Peace Buildingin Shan State,  Multiyear 2019-2023,total amount CHF 2,390,000 (7F-10072.99)",earmarked,0.998,2019-02-22T00:00:00Z,Parked,Multiyear,TRUE,0,CHF,Traditional aid,,commitment,2019-08-15T12:16:02.146Z,1,incoming,shared,7F-10072.99,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,40,2019,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,Myanmar,single,,2646,Swiss Development Cooperation/Swiss Humanitarian Aid,single,Other,40; 44; 41; 42; 43,2019; 2023; 2020; 2021; 2022,shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187727,390782,,,financial,2019-02-26T10:47:34.052Z,2019-01-31T00:00:00Z,,"Direct Action: Social Infrastructure for Conflict Transformation and Peace Building
in Shan State,  Multiyear 2019-2023,2023 portion, total amount CHF 390,000 (7F-10072.99)",earmarked,0.998,2019-02-22T00:00:00Z,Standard,Multiyear,TRUE,390000,CHF,Traditional aid,187721,commitment,2019-08-15T12:16:02.307Z,1,incoming,single,7F-10072.99,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,40,2019,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,Protection,single,,153,Myanmar,single,,2646,Swiss Development Cooperation/Swiss Humanitarian Aid,single,Other,44,2023,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187829,18835616,2018,,financial,2019-12-17T04:26:07.873Z,2019-02-27T00:00:00Z,2019-02-27T00:00:00Z,"The aim is to improve the nutritional situation and to strengthen the livelihoods, two activities each are promoted under SO2 and SO4. The measures include cash and food transfers, the local population is involved in the rehabilitation and construction of public community goods. Training in fruit and vegetable cultivation and post-harvest management is also offered. The focus regions are northern Uganda and throughout the country those districts with particularly high refugee growth rates. The activities are coordinated with national programmes and .............................................",earmarked,0.876,2019-02-27T00:00:00Z,Standard,Multiyear|RRP Burundi 2018|RRP South Sudan 2018|RRP DRC 2018,TRUE,16500000,EUR,Cash transfer programming (CTP),,commitment,2022-10-27T06:08:32.058Z,2,incoming,shared,2018.1842.6,83,Germany,single,,,,4306,"Germany, Government of",single,Governments,National Governments,National and Sub-National State Actors,39,2018,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233,Uganda,single,,3049,World Food Programme,single,Multilateral Organizations,39; 40; 41; 42; 43; 44,2018; 2019; 2020; 2021; 2022; 2023,shared; shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL; NULL,UN Agencies,International Actors,NULL; NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL; NULL,,,,,877,Greater Horn of Africa  - Desert Locust upsurge – Jan 2020,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187831,17123288,2018,,financial,2020-10-01T02:25:19.614Z,2019-02-27T00:00:00Z,2019-02-27T00:00:00Z,"Contribute to the reduction of maternal and child mortality through increased use of preventive and curative health services, particularly in the field of reproductive health.",earmarked,0.876,2019-02-27T00:00:00Z,Parked,Multiyear,TRUE,15000000,EUR,Traditional aid,,commitment,2020-11-13T16:44:47.474Z,2,incoming,shared,2018.1829.3,83,Germany,single,,,,4306,"Germany, Government of",single,Governments,National Governments,National and Sub-National State Actors,39,2018,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,Chad,single,,6544,KFW Development,single,Other,39; 40; 41; 42; 43; 44,2018; 2019; 2020; 2021; 2022; 2023,shared; shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187832,19406393,2018,,financial,2021-01-22T02:25:17.207Z,2019-02-27T00:00:00Z,2019-02-27T00:00:00Z,"Improving the living conditions, especially of children and young people, and strengthening the resilience of the communities to conflicts in the project regions. This is to be achieved through an integrated approach to improving access to basic social services.",earmarked,0.876,2019-02-27T00:00:00Z,Parked,Multiyear,TRUE,17000000,EUR,Traditional aid,,commitment,2021-01-25T09:26:15.360Z,2,incoming,shared,2018.1859.0,83,Germany,single,,,,4306,"Germany, Government of",single,Governments,National Governments,National and Sub-National State Actors,39,2018,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,Central African Republic,single,,6544,KFW Development,single,Other,40; 41; 42; 43; 44,2019; 2020; 2021; 2022; 2023,shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188839,34258649,2018,268593|268592|268591|268590|255816|255817|255818|255819|255821|255820|235491|235490|235489|235488|235486|235485|235484|235483|221698|221699|221700|221701|221702|227889|229052|229053,financial,2020-12-02T02:26:51.460Z,2019-03-27T00:00:00Z,2019-03-27T00:00:00Z,"Strategic Outcome 2 (SO2):Vulnerable women and Men in targeted refugee and Lebanese communities sustainably improve their skills, capacities and livelihood opportunities by 2020"" (Resilience)Strategic Outcome 3 (SO3):"" Vulnerable populations in Lebanon are enabled to meet their basic food needs al year long"" (National Poverty Target Programme (NPTP))",earmarked,0.879,2019-03-27T00:00:00Z,Parked,Multiyear,TRUE,30113353,EUR,Traditional aid,,commitment,2023-02-08T09:10:05.364Z,4,incoming,shared,2018.1828.5,83,Germany,single,,,,4306,"Germany, Government of",single,Governments,National Governments,National and Sub-National State Actors,39,2018,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,Lebanon,single,,3049,World Food Programme,single,Multilateral Organizations,39; 40; 41; 42; 43; 44,2018; 2019; 2020; 2021; 2022; 2023,shared; shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL; NULL,UN Agencies,International Actors,NULL; NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189246,0,2018,267858|256277|256276|256275|256274|256273|239883|242662|239895|239894|239893|239892|239891|239890|239889|239888|239887|239882|239881|239880|219034|219033|219032|219031|219025|219023|206516|200522|200521|206493|206492|206482,financial,2020-07-25T02:25:15.137Z,2019-04-03T00:00:00Z,2019-04-03T00:00:00Z,"Strategic Outcoms (SO) 2: ""Vulnerable groups, including children, pregnant and  lactating women and malnourished......SO3: ""Food insecure women and men living in targeted areas of CAR have enhanced livelihoods to...SO 4: ""National and subnational institutions habe strengthened capacities to establisch an adequate social protection system and manage food security and nutrition policies and programmes by 2020""",earmarked,0.879,2019-04-03T00:00:00Z,Parked,Multiyear,TRUE,0,EUR,Traditional aid,,commitment,2023-02-01T07:48:52.828Z,4,incoming,shared,2018.1848.3,83,Germany,single,,,,4306,"Germany, Government of",single,Governments,National Governments,National and Sub-National State Actors,39,2018,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,Central African Republic,single,,3049,World Food Programme,single,Multilateral Organizations,44; 43; 42; 41; 40; 39,2023; 2022; 2021; 2020; 2019; 2018,shared; shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL; NULL,UN Agencies,International Actors,NULL; NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191959,1672241,2019,,financial,2021-06-29T02:31:26.725Z,2019-04-10T00:00:00Z,2019-04-10T00:00:00Z,Strengthening the capacities of the national scheme for emergency preparedness and response in risk areas in Burkina Faso (part of ECHO/-WF/BUD/2019/91030),unearmarked,0.897,2019-04-11T00:00:00Z,Standard,Multiyear,TRUE,1500000,EUR,Traditional aid,184548,commitment,2022-10-27T06:42:19.594Z,5,incoming,shared,ECHO/-WF/BUD/2019/91030,,,,,,,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,40,2019,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,26481,Other,single,,36,Burkina Faso,single,,3049,World Food Programme,single,Multilateral Organizations,40; 41; 42; 43; 44,2019; 2020; 2021; 2022; 2023,shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL,UN Agencies,International Actors,NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193121,0,,263636|263635|263634|193122,financial,2019-06-07T18:41:07.541Z,2018-12-06T00:00:00Z,,"Promoting Decent Work for Syrian Refugees and Host Communities in Turkey through Investment in Skills, Improved Service Delivery and Transition to Formality",,0.899,2019-05-06T00:00:00Z,Parked,Multiyear,FALSE,0,EUR,Traditional aid,,paid,2022-11-19T09:20:21.361Z,1,incoming,shared,2018.4950.4	TUR/18/01/DEU,83,Germany,single,,,,6544,KFW Development,single,Other,,,39,2018,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229,Türkiye,single,,2994,International Labour Organization,single,Multilateral Organizations,44; 43; 42; 41; 39; 40,2023; 2022; 2021; 2020; 2018; 2019,shared; shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL; NULL,UN Agencies,International Actors,NULL; NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL; NULL,,,,,600,Syrian Arab Republic - Civil Unrest (from 2012),single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193815,0,2019,202452|224072|224071|202454|202453,financial,2019-12-05T04:25:45.556Z,2019-06-19T00:00:00Z,2019-06-19T00:00:00Z,Assistance and protection measures for Sahrawi refugees in Algeria,earmarked,0.899,2019-12-04T00:00:00Z,Parked,Multiyear,TRUE,0,EUR,Traditional aid,,commitment,2020-11-27T09:31:57.324Z,2,incoming,shared,AA-S09 321.50 ESH 01/19,83,Germany,single,,,,4306,"Germany, Government of",single,Governments,National Governments,National and Sub-National State Actors,44; 43; 42; 41; 40,2023; 2022; 2021; 2020; 2019,shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Algeria,single,,4397,United Nations High Commissioner for Refugees,single,Multilateral Organizations,44; 43; 40; 41; 42,2023; 2022; 2019; 2020; 2021,shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL,UN Agencies,International Actors,NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194123,0,2019,223442|223441|202371|202372|202373,financial,2019-12-04T04:26:33.428Z,2019-06-21T00:00:00Z,2019-06-21T00:00:00Z,Food emergency assistance for Sahrawi refugees in Algeria,earmarked,0.899,2019-12-03T00:00:00Z,Parked,Multiyear,TRUE,0,EUR,Traditional aid,,commitment,2020-11-18T11:30:05.586Z,2,incoming,shared,AA-S09 321.50 ESH 02/19,83,Germany,single,,,,4306,"Germany, Government of",single,Governments,National Governments,National and Sub-National State Actors,44; 43; 42; 41; 40,2023; 2022; 2021; 2020; 2019,shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Algeria,single,,3049,World Food Programme,single,Multilateral Organizations,44; 43; 40; 41; 42,2023; 2022; 2019; 2020; 2021,shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL,UN Agencies,International Actors,NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194715,0,2019,270715|270714|270713|270712|270711|270710|270709|270708|270707|270706|240409|194717|194718|194716,financial,2019-07-02T04:25:16.928Z,2019-07-01T00:00:00Z,2019-07-01T00:00:00Z,"Securing the basic needs of vulnerable groups through cash assistance, primary care and psychosocial activities",,0.88,2019-07-01T00:00:00Z,Parked,Multiyear,TRUE,0,EUR,Traditional aid,,commitment,2023-02-17T15:07:22.304Z,1,incoming,shared,AA-S09 321.50 SYR 14/19,83,Germany,single,,,,4306,"Germany, Government of",single,Governments,National Governments,National and Sub-National State Actors,44; 43; 42; 41; 40,2023; 2022; 2021; 2020; 2019,shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,Syrian Arab Republic,single,,3162,Caritas Germany (DCV),single,NGOs,44; 43; 42; 41; 40,2023; 2022; 2021; 2020; 2019,shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL,International NGOs,International Actors,NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL,,,,,600,Syrian Arab Republic - Civil Unrest (from 2012),single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194785,0,,194790|194786|194787|194788|194789,financial,2019-07-02T14:46:44.313Z,2019-04-30T00:00:00Z,,"Contribution to Swiss NGO Disaster Risk Reduction Platform 2019-2023, Multi-year, 2019-2023, total amount CHF 1,439,500 (7F-09349.03)",softly earmarked,1.003,2019-05-02T00:00:00Z,Parked,Multiyear,TRUE,0,CHF,Traditional aid,,commitment,2019-07-02T14:51:42.318Z,1,incoming,shared,7F-09349.03,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,40,2019,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44; 43; 42; 41; 40,2023; 2022; 2021; 2020; 2019,shared; shared; shared; shared; shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194790,99701,,,financial,2019-07-02T14:51:06.109Z,2019-04-30T00:00:00Z,,"Contribution to Swiss NGO Disaster Risk Reduction Platform 2019-2023, Multi-year, 2019-2023, 2023 portion,  total amount CHF 100,000 (7F-09349.03)",,1.003,2019-05-02T00:00:00Z,Standard,Multiyear,TRUE,100000,CHF,Traditional aid,194785,commitment,2019-07-02T14:51:40.820Z,1,incoming,single,7F-09349.03,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,40,2019,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,26480,Coordination and support services,single,,,,,,,,,,44,2023,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195352,0,2019,264615|195353|237545|234787|234786|195354|225181,financial,2019-07-10T04:25:39.508Z,2019-07-05T00:00:00Z,2019-07-05T00:00:00Z,Emergency food and mental health care for vulnerable internally displaced people and host communities in the northwestern Zantral African Republic,,0.899,2019-07-09T00:00:00Z,Parked,Multiyear,TRUE,0,EUR,Traditional aid,,commitment,2022-11-30T13:56:39.125Z,1,incoming,shared,AA-S09 321.50 CAF 03/19,83,Germany,single,,,,4306,"Germany, Government of",single,Governments,National Governments,National and Sub-National State Actors,42; 41; 40; 43; 44,2021; 2020; 2019; 2022; 2023,shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,Central African Republic,single,,4536,Action Contre la Faim,single,NGOs,42; 40; 41; 43; 44,2021; 2019; 2020; 2022; 2023,shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL,International NGOs,International Actors,NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195476,3637355,2019,,financial,2020-08-22T02:25:19.601Z,2019-07-12T00:00:00Z,2019-07-12T00:00:00Z,Strengthening resilience and securing food for local needy people and cooperatives in northern Mali (BMZ),,0.88,2019-07-12T00:00:00Z,Parked,Multiyear,TRUE,3200872,EUR,Traditional aid,,commitment,2020-08-25T08:52:47.168Z,2,incoming,shared,2019.1820.0,83,Germany,single,,,,4306,"Germany, Government of",single,Governments,National Governments,National and Sub-National State Actors,40,2019,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,Mali,single,,7818,Bremen Overseas Research and Development Association,single,NGOs,42; 41; 43; 40; 44,2021; 2020; 2022; 2019; 2023,shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL,International NGOs,International Actors,NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195995,0,2019,200577|200578|200579|200580|200576,financial,2019-07-27T04:25:33.502Z,2019-07-26T00:00:00Z,2019-07-26T00:00:00Z,"Strengthening the resilience of conflict-affected and vulnerable communities in eastern Shan State through long-term structural development and local capacity building in the areas of water and sanitation, food security and income-generating measures as well as the development of civil society Multi Year  BMZ - 2019 - 2023",,0.914,2019-07-26T00:00:00Z,Parked,Multiyear,TRUE,0,EUR,Traditional aid,,commitment,2021-09-30T17:02:38.426Z,1,incoming,shared,2019.1830.9,83,Germany,single,,,,4306,"Germany, Government of",single,Governments,National Governments,National and Sub-National State Actors,40,2019,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,11; 6,Water Sanitation Hygiene; Food Security,shared; shared,NULL; NULL,153,Myanmar,single,,173,Malteser International Order of Malta World Relief,single,NGOs,42; 44; 41; 43; 40,2021; 2023; 2020; 2022; 2019,shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL,International NGOs,International Actors,NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL,,,NULL; NULL,NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196823,4912998,,202603|202602,financial,2019-12-09T09:44:31.650Z,2019-07-31T00:00:00Z,,"Appui au renforcement des capacités de résilience des populations vulnérables du Batha-BATHA REPAR through REPAR, multi-year 2019-2026, total award CHF 5 million (7F-10226)",earmarked,0.977,2019-08-08T00:00:00Z,Parked,Multiyear,TRUE,4800000,CHF,Traditional aid,,commitment,2019-12-09T09:48:59.529Z,2,incoming,shared,7F-10226,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,40,2019,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,Chad,single,,,,,,40; 41; 42; 43; 44; 45; 46; 47,2019; 2020; 2021; 2022; 2023; 2024; 2025; 2026,shared; shared; shared; shared; shared; shared; shared; shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196917,11709,2019,,financial,2022-09-17T02:25:29.459Z,2019-06-28T00:00:00Z,2019-06-28T00:00:00Z,"Global multi-sectoral humanitarian assistance to reduce the negative impact of sudden disasters and crises, as well as existing long-lasting and forgotten crises on the affected population",,0.899,2020-07-28T00:00:00Z,Standard,Multiyear,TRUE,10526,EUR,Traditional aid,,commitment,2022-12-30T14:03:17.540Z,3,incoming,shared,AA-S09 321.50 ALL 14/19,83,Germany,single,,,,4306,"Germany, Government of",single,Governments,National Governments,National and Sub-National State Actors,40,2019,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,26479,Multi-sector,single,,57,Cuba,single,,2992,German Red Cross,single,Red Cross/Red Crescent Organizations,40; 41; 42; 43; 44,2019; 2020; 2021; 2022; 2023,shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL,International Red Cross/Red Crescent Movement,International Actors,NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197183,0,2019,225839|225835|225836|225833|270751|270750|270749|270596|270595|270594|270593|270592|270591|255496|255502|255501|225823|225826|240475|234956|233930|233929|233928|233725|215079|233724|233723|215076|202359|202361|202360|225832|225840|225838|225837|225834|225831|225830|225829|225828|225827|225825|225824|225822|215077|202363,financial,2022-07-19T11:08:01.764Z,2019-08-22T00:00:00Z,2019-08-22T00:00:00Z,Food assistance and Supply of Logistics in the El Nino Induced Drought and Cyclone Idai and Kenneth in Southern Africa,,0.894,2019-08-24T00:00:00Z,Parked,Multiyear,TRUE,0,EUR,Traditional aid,,paid,2023-02-27T13:14:55.853Z,3,incoming,shared,MOZ 05/18  MOZ 05/19,83,Germany,single,,,,4306,"Germany, Government of",single,Governments,National Governments,National and Sub-National State Actors,44; 43; 42; 41; 40,2023; 2022; 2021; 2020; 2019,shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250; 152; 133; 215,Zimbabwe; Mozambique; Madagascar; Eswatini,shared; shared; shared; shared,NULL; NULL; NULL; NULL,3049,World Food Programme,single,Multilateral Organizations,44; 43; 42; 41; 40,2023; 2022; 2021; 2020; 2019,shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL,UN Agencies,International Actors,NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
